normalised_synonym	normalised_id
small cell carcinoma of prostate gland	EFO:1000499
prostate oat cell carcinoma	EFO:1000499
oat cell carcinoma of prostate	EFO:1000499
prostate oat cell carcinoma	EFO:1000499
prostate gland small cell carcinoma	EFO:1000499
prostate small cell nec	EFO:1000499
small cell carcinoma of prostate	EFO:1000499
pyloric gastric gland adenoma	EFO:1000501
pyloric gland adenoma	EFO:1000501
rectal metaplastic polyp	EFO:1000502
hyperplastic polyp of the rectum	EFO:1000502
rectal hyperplastic polyp	EFO:1000502
rectal mp	EFO:1000502
rectal hp	EFO:1000502
hyperplastic polyp of rectum	EFO:1000502
rectal serrated adenoma	EFO:1000503
rectal serrated adenoma type ii	EFO:1000503
rectal tsa	EFO:1000503
rectal traditional serrated adenoma	EFO:1000503
rectal tubular adenoma	EFO:1000504
villotubular adenoma of the rectum	EFO:1000505
tubulovillous adenoma of rectum	EFO:1000505
rectal villotubular adenoma	EFO:1000505
tubulovillous adenoma of the rectum	EFO:1000505
rectal tubulovillous adenoma	EFO:1000505
villotubular adenoma of rectum	EFO:1000505
rectal villous adenoma	EFO:1000506
villous adenoma of rectum	EFO:1000506
rectum villous adenoma	EFO:1000506
villous adenoma of the rectum	EFO:1000506
tfe3-rearranged renal cell carcinoma	EFO:1000508
renal cell cancer associated with xp11.2 translocations/tfe3 gene fusions	EFO:1000508
xp11.2 translocation-related renal cell carcinoma	EFO:1000508
trcc	EFO:1000508
renal cell carcinoma associated with xp11.2 translocations/tfe3 gene fusions	EFO:1000508
tumour of the retina	EFO:1000509
tumor of retina	EFO:1000509
retina tumour	EFO:1000509
retina neoplasm	EFO:1000509
neoplasm of the retina	EFO:1000509
retina neoplasm (disease)	EFO:1000509
retinal neoplasm	EFO:1000509
retina tumor	EFO:1000509
retinal tumour	EFO:1000509
neoplasm of retina	EFO:1000509
retinal tumor	EFO:1000509
tumour of retina	EFO:1000509
tumor of the retina	EFO:1000509
retroperitoneal inflammatory myofibroblastic tumor	EFO:1000510
retroperitoneal space inflammatory myofibroblastic tumor	EFO:1000510
retroperitoneal space inflammatory myofibroblastic tumour	EFO:1000510
malignant rhabdoid tumor of kidney	EFO:1000512
renal rhabdoid tumour	EFO:1000512
renal rhabdoid tumor	EFO:1000512
rhabdoid neoplasm of the kidney	EFO:1000512
rhabdoid tumour of kidney	EFO:1000512
rhabdoid tumor of kidney	EFO:1000512
rhabdoid tumor of the kidney (rtk)	EFO:1000512
mrtk	EFO:1000512
malignant rhabdoid tumour of kidney	EFO:1000512
rhabdoid tumor of the kidney	EFO:1000512
kidney rhabdoid tumour	EFO:1000512
malignant rhabdoid tumour of the kidney	EFO:1000512
rhabdoid tumour of the kidney	EFO:1000512
rhabdoid tumour of the kidney (rtk)	EFO:1000512
malignant rhabdoid tumor of the kidney	EFO:1000512
renal rhabdoid neoplasm	EFO:1000512
kidney rhabdoid tumor	EFO:1000512
rhabdoid neoplasm of kidney	EFO:1000512
acinic cell carcinoma of salivary gland	EFO:1000513
acinic cell neoplasm of the salivary gland	EFO:1000513
acinic cell tumor of the salivary gland	EFO:1000513
acinic cell tumour of salivary gland	EFO:1000513
acinic cell tumour of the salivary gland	EFO:1000513
salivary gland acinic cell cancer	EFO:1000513
salivary gland acinic cell tumor	EFO:1000513
acinic cell neoplasm of salivary gland	EFO:1000513
acinic cell tumor of salivary gland	EFO:1000513
acinic cell carcinoma of the salivary gland	EFO:1000513
salivary gland acinic cell carcinoma	EFO:1000513
salivary gland acinic cell tumour	EFO:1000513
salivary gland acinic cell neoplasm	EFO:1000513
salivary gland adenosquamous carcinoma	EFO:1000514
saliva-secreting gland adenosquamous carcinoma	EFO:1000514
skin basal cell carcinoma of saliva-secreting gland	EFO:1000515
basal cell adenocarcinoma	EFO:1000515
salivary gland basal cell adenocarcinoma	EFO:1000515
basal cell adenocarcinoma of the salivary gland	EFO:1000515
basal cell adenocarcinoma of salivary gland	EFO:1000515
saliva-secreting gland skin basal cell carcinoma	EFO:1000515
salivary gland carcinoma ex pleomorphic adenoma	EFO:1000516
saliva-secreting gland carcinoma ex pleomorphic adenoma	EFO:1000516
saliva-secreting gland large cell carcinoma	EFO:1000517
large cell undifferentiated salivary gland carcinoma	EFO:1000517
salivary gland large cell carcinoma	EFO:1000517
large cell salivary gland carcinoma	EFO:1000517
saliva-secreting gland small cell carcinoma	EFO:1000519
small cell carcinoma of saliva-secreting gland	EFO:1000519
salivary gland neuroendocrine carcinoma	EFO:1000519
anaplastic small cell carcinoma of salivary gland	EFO:1000519
neuroendocrine carcinoma of the salivary gland	EFO:1000519
anaplastic small cell carcinoma of the salivary gland	EFO:1000519
neuroendocrine carcinoma of salivary gland	EFO:1000519
small cell salivary gland carcinoma	EFO:1000519
salivary gland anaplastic small cell carcinoma	EFO:1000519
salivary gland small cell carcinoma	EFO:1000519
spindle cell carcinoma (morphologic abnormality)	EFO:1000520
pseudosarcomatous carcinoma	EFO:1000520
sarcomatoid carcinoma	EFO:1000520
carcinoma, spindle cell, malignant	EFO:1000520
spindle cell carcinoma	EFO:1000520
spindled mesothelioma	EFO:1000521
malignant fibrous mesothelioma (morphologic abnormality)	EFO:1000521
malignant fibrous mesothelioma	EFO:1000521
sarcomatoid mesothelioma (morphologic abnormality)	EFO:1000521
sarcomatoid mesothelioma	EFO:1000521
sex hormone producing adrenal cortical adenoma	EFO:1000523
sex hormone producing adrenal cortex adenoma	EFO:1000523
sex hormone-producing adrenal cortex adenoma	EFO:1000523
gastric signet ring cell adenocarcinoma	EFO:1000524
gastric signet ring cell adenocarcinoma	EFO:1000524
signet ring cell adenocarcinoma of stomach	EFO:1000524
signet ring cell stomach adenocarcinoma	EFO:1000524
signet ring cell adenocarcinoma of the stomach	EFO:1000524
signet ring cell gastric adenocarcinoma	EFO:1000524
simple endometrial hyperplasia	EFO:1000525
sinonasal anaplastic carcinoma	EFO:1000527
undifferentiated sinonasal cancer	EFO:1000527
sinonasal undifferentiated carcinoma	EFO:1000527
basosquamous cell carcinoma	EFO:1000529
basisquamous cell carcinoma	EFO:1000529
skin mixed basal and squamous cell carcinoma	EFO:1000529
metatypical carcinoma	EFO:1000529
skin basosquamous cell carcinoma	EFO:1000529
basosquamous tumor, malignant	EFO:1000529
metatypical carcinoma (morphologic abnormality)	EFO:1000529
basosquamous carcinoma	EFO:1000529
zone of skin sarcoma	EFO:1000531
sarcoma of zone of skin	EFO:1000531
sarcoma of skin	EFO:1000531
skin sarcoma	EFO:1000531
sarcoma of the skin	EFO:1000531
cutaneous sarcoma	EFO:1000531
adenocarcinoma of small instestine	EFO:1000532
small intestine adenocarcinoma	EFO:1000532
adenocarcinoma of small intestine	EFO:1000532
small bowel adenocarcinoma	EFO:1000532
adenocarcinoma of the small bowel	EFO:1000532
adenocarcinoma of the small intestine	EFO:1000532
adenocarcinoma of small bowel	EFO:1000532
adenocarcinoma - small intest.	EFO:1000532
small intestinal adenocarcinoma	EFO:1000532
small intestine burkitts lymphoma	EFO:1000533
burkitts lymphoma of small intestine	EFO:1000533
small intestine burkitt lymphoma	EFO:1000533
small intestinal burkitt's lymphoma	EFO:1000533
burkitt lymphoma of small intestine	EFO:1000533
small intestine burkitt's lymphoma	EFO:1000533
small intestinal burkitt lymphoma	EFO:1000533
primary small intestinal burkitt's lymphoma	EFO:1000533
small intestine diffuse large b-cell lymphoma	EFO:1000534
small intestinal diffuse large b-cell lymphoma	EFO:1000534
diffuse large b-cell lymphoma of small intestine	EFO:1000534
small intestine enteropathy-associated t-cell lymphoma	EFO:1000535
small intestinal enteropathy-associated t-cell lymphoma	EFO:1000535
small intestinal eatl	EFO:1000535
small intestinal enteropathy-type t-cell lymphoma	EFO:1000535
enteropathy-associated t-cell lymphoma of small intestine	EFO:1000535
small intestinal intraepithelial neoplasia	EFO:1000536
small intestinal dysplasia	EFO:1000536
small intestine maltoma	EFO:1000537
maltoma of small bowel	EFO:1000537
maltoma of small intestine	EFO:1000537
small bowel maltoma	EFO:1000537
malt lymphoma of the small bowel	EFO:1000537
malt lymphoma of small intestine	EFO:1000537
malt lymphoma of the small intestine	EFO:1000537
mucosa-associated lymphoid tissue lymphoma of the small intestine	EFO:1000537
malt lymphoma of small bowel	EFO:1000537
maltoma of the small intestine	EFO:1000537
small intestine mucosa-associated lymphoid tissue lymphoma	EFO:1000537
mucosa-associated lymphoid tissue lymphoma of small intestine	EFO:1000537
mucosa-associated lymphoid tissue lymphoma of small bowel	EFO:1000537
small intestine malt lymphoma	EFO:1000537
small intestinal mucosa-associated lymphoid tissue lymphoma	EFO:1000537
small bowel mucosa-associated lymphoid tissue lymphoma	EFO:1000537
maltoma of the small bowel	EFO:1000537
small bowel malt lymphoma	EFO:1000537
mucosa-associated lymphoid tissue lymphoma of the small bowel	EFO:1000537
small intestinal tubular adenoma	EFO:1000538
small intestinal tubulovillous adenoma	EFO:1000539
extraskeletal chondroma	EFO:1000540
soft tissue chondroma	EFO:1000540
chondroma of soft parts	EFO:1000540
extraskeletal osteochondroma	EFO:1000540
soft tissue tumors	EFO:1000541
tumor of the soft tissue	EFO:1000541
soft tissue tumours	EFO:1000541
tumour of the soft tissue	EFO:1000541
neoplasm of the soft tissue	EFO:1000541
tumor of soft tissue	EFO:1000541
soft tissue tumour	EFO:1000541
neoplasm of soft tissue	EFO:1000541
soft tissue tumor	EFO:1000541
soft tissue neoplasm	EFO:1000541
tumour of soft tissue	EFO:1000541
chordoma of spinal column	EFO:1000543
chordoma of spine	EFO:1000543
spinal chordomas	EFO:1000543
spinal column chordoma	EFO:1000543
spinal chordoma	EFO:1000543
chordoma of the spinal column	EFO:1000543
astrocytoma of spinal cord	EFO:1000544
spinal cord astrocytoma (excluding glioblastoma)	EFO:1000544
spinal astrocytoma	EFO:1000544
spinal cord astrocytoma	EFO:1000544
astrocytoma of the spinal cord	EFO:1000544
astrocytoma (excluding glioblastoma) of spinal cord	EFO:1000544
primitive neuroectodermal tumor of spinal cord	EFO:1000545
spinal cord primitive neuroectodermal tumor	EFO:1000545
primitive neuroectodermal tumour of the spinal cord	EFO:1000545
primitive neuroectodermal neoplasm of the spinal cord	EFO:1000545
primitive neuroectodermal tumour of spinal cord	EFO:1000545
spinal cord primitive neuroectodermal neoplasm	EFO:1000545
primitive neuroectodermal tumor of the spinal cord	EFO:1000545
spinal cord pnet	EFO:1000545
primitive neuroectodermal neoplasm of spinal cord	EFO:1000545
spindle cell malignant melanoma	EFO:1000546
spitzoid malignant melanoma	EFO:1000546
spindle cell melanoma	EFO:1000546
malignant spindle cell melanoma	EFO:1000546
splenic diffuse large b-cell lymphoma	EFO:1000547
primary splenic diffuse large b-cell lymphoma	EFO:1000547
primary splenic hodgkin's lymphoma	EFO:1000548
splenic hodgkins lymphoma	EFO:1000548
hodgkin's disease of the spleen	EFO:1000548
hodgkin's lymphoma of spleen	EFO:1000548
splenic hodgkin's disease	EFO:1000548
hodgkin's disease of spleen	EFO:1000548
splenic hodgkin lymphoma	EFO:1000548
splenic hodgkin's lymphoma	EFO:1000548
hodgkin's lymphoma of the spleen	EFO:1000548
splenic mantle cell lymphoma	EFO:1000549
marginal zone lymphoma of spleen	EFO:1000550
smzl	EFO:1000550
splenic marginal zone b-cell lymphoma	EFO:1000550
slvl	EFO:1000550
splenic lymphoma with circulating villous lymphocytes	EFO:1000550
splenic marginal zone lymphoma with villous lymphocytes	EFO:1000550
splenic marginal zone lymphoma	EFO:1000550
splenic marginal zone b-cell lymphoma with villous lymphocytes	EFO:1000550
marginal zone lymphoma of the spleen	EFO:1000550
stromal predominant kidney adenosarcoma	EFO:1000551
stromal predominant renal wilms tumor	EFO:1000551
stromal predominant wilms tumour	EFO:1000551
stromal predominant renal adenosarcoma	EFO:1000551
stromal predominant kidney wilms' tumour	EFO:1000551
stromal predominant renal wilm's tumour	EFO:1000551
stromal predominant kidney wilms' tumor	EFO:1000551
stromal predominant renal wilm's tumor	EFO:1000551
stromal predominant nephroblastoma	EFO:1000551
stromal predominant wilms tumor	EFO:1000551
stromal predominant renal wilms' tumour	EFO:1000551
stromal predominant renal wilms' tumor	EFO:1000551
stromal predominant kidney wilms tumor	EFO:1000551
stromal predominant renal wilms tumour	EFO:1000551
subcutaneous panniculitis-like t-cell lymphoma	EFO:1000552
subcutaneous panniculitis-like t-cell lymphoma, alpha/beta type	EFO:1000552
sptcl	EFO:1000552
subcutaneous panniculitic t-cell lymphoma	EFO:1000552
subcutaneous panniculitis-like t-cell lymphoma (alpha/beta type)	EFO:1000552
who grade i ependymal tumour	EFO:1000553
who grade i ependymal neoplasm	EFO:1000553
who grade i ependymal tumor	EFO:1000553
mixed subependymoma-ependymoma	EFO:1000553
subependymal glioma	EFO:1000553
subependymal astrocytoma	EFO:1000553
subependymoma	EFO:1000553
subependymoma, benign	EFO:1000553
adenocarcinoma of submandibular gland	EFO:1000554
adenocarcinoma of the submandibular gland	EFO:1000554
submandibular gland adenocarcinoma	EFO:1000554
adenoid cystic carcinoma of submandibular gland	EFO:1000555
submandibular gland adenoid cystic carcinoma	EFO:1000555
adenoid cystic carcinoma of the submandibular gland	EFO:1000555
superficial fibromatosis	EFO:1000556
synovial chondromatosis	EFO:1000557
henderson-jones syndrome	EFO:1000557
reichel's syndrome	EFO:1000557
papillary syringocystadenoma	EFO:1000558
syringocystadenoma papilliferum	EFO:1000558
papillary syringadenoma	EFO:1000558
fistulous vegetative verrucous hydradenoma	EFO:1000558
papillary syringadenoma (syringocystadenoma papilliferum)	EFO:1000558
syringadenoma papilliferum	EFO:1000558
syringadenoma	EFO:1000558
scap	EFO:1000558
naevus syringocystadenomatosus papilliferus	EFO:1000558
papillary syringadenoma (morphologic abnormality)	EFO:1000558
systemic mastocytosis with an associated clonal hematologic non-mast cell lineage disease	EFO:1000559
systemic mastocytosis with associated clonal, hematologic non-mast-cell lineage disease (morphologic abnormality)	EFO:1000559
systemic mastocytosis with associated clonal hematological non-mast-cell lineage disease	EFO:1000559
systemic mastocytosis with an associated haematological neoplasm (sm-ahn)	EFO:1000559
systemic mastocytosis with associated clonal hematological non-mast cell lineage disease	EFO:1000559
smahn	EFO:1000559
sm-ahn	EFO:1000559
systemic mastocytosis with an associated haematological neoplasm	EFO:1000559
systemic mastocytosis with associated hematologic neoplasm	EFO:1000559
sm-ahnmd	EFO:1000559
systemic mastocytosis with associated clonal haematological non-mast-cell lineage disease	EFO:1000559
systemic mastocytosis with an associated hematological neoplasm (sm-ahn)	EFO:1000559
systemic mastocytosis with associated clonal, hematologic non-mast-cell lineage disease	EFO:1000559
systemic mastocytosis with associated clonal haematological non-mast cell lineage disease	EFO:1000559
systemic mastocytosis with an associated hematological neoplasm	EFO:1000559
cll, t-cell	EFO:1000560
chronic t-cell leukemia	EFO:1000560
t prolymphocytic leukaemia	EFO:1000560
t-cell chronic lymphocytic leukaemia	EFO:1000560
chronic t-cell lymphocytic leukemia	EFO:1000560
t cell cll	EFO:1000560
t cell prolymphocytic leukemia	EFO:1000560
t-cell prolymphocytic leukemia	EFO:1000560
t-cell cll	EFO:1000560
t prolymphocytic leukemia	EFO:1000560
t cell chronic lymphocytic leukaemia	EFO:1000560
t cell prolymphocytic leukaemia	EFO:1000560
t-cell chronic lymphocytic leukemia	EFO:1000560
t-pll	EFO:1000560
t cell chronic lymphocytic leukemia	EFO:1000560
fibroma of tendon sheath	EFO:1000561
tendon sheath fibroma	EFO:1000561
fibroma of the tendon sheath	EFO:1000561
tenosynovial giant cell tumor	EFO:1000562
giant cell tumour of the tenosynovium	EFO:1000562
giant cell neoplasm of tendon sheath	EFO:1000562
giant cell tumour of tenosynovium	EFO:1000562
giant cell tumor of tenosynovium	EFO:1000562
giant cell tumour of tendon sheath	EFO:1000562
giant cell tumor of the tenosynovium	EFO:1000562
tendon sheath giant cell neoplasm	EFO:1000562
giant cell neoplasm of tenosynovium	EFO:1000562
giant cell neoplasm of the tenosynovium	EFO:1000562
giant cell tumor of tendon sheath	EFO:1000562
tendon sheath giant cell tumour	EFO:1000562
tendon sheath giant cell tumor	EFO:1000562
tenosynovial giant cell neoplasm	EFO:1000562
fibrous histiocytoma of tendon sheath	EFO:1000562
teratoma with malignant transformation	EFO:1000563
dermoid cyst with malignant transformation	EFO:1000563
testis choriocarcinoma (disease)	EFO:1000564
choriocarcinoma of the testis	EFO:1000564
choriocarcinoma of testis	EFO:1000564
testicular choriocarcinoma	EFO:1000564
embryonal testis carcinoma	EFO:1000565
testis embryonal carcinoma	EFO:1000565
embryonal carcinoma of testis	EFO:1000565
testicular embryonal carcinoma	EFO:1000565
embryonal carcinoma of the testis	EFO:1000565
testis germ cell tumor	EFO:1000566
spermatocytic seminoma, somatic	EFO:1000566
germ cell neoplasm of testis	EFO:1000566
germ cell neoplasm of the testis	EFO:1000566
tgct	EFO:1000566
germ cell tumor of the testis	EFO:1000566
testicular tumor, somatic	EFO:1000566
testicular germ cell neoplasms	EFO:1000566
testicular germ cell neoplasm	EFO:1000566
germ cell tumour of the testis	EFO:1000566
germ cell tumour of testis	EFO:1000566
germ cell tumor of testis	EFO:1000566
testicular germ cell tumor	EFO:1000566
testis germ cell tumour	EFO:1000566
male germ cell tumor, somatic	EFO:1000566
germ cell tumors, somatic	EFO:1000566
testicular germ cell tumor non-seminomatous	EFO:1000570
non-seminomatous germ cell tumour of testis	EFO:1000570
testicular non-dysgerminomatous germ cell tumour	EFO:1000570
testicular non-seminomatous germ cell tumor	EFO:1000570
testicular non seminomatous germ cell tumor	EFO:1000570
testicular germ cell tumour non-seminomatous	EFO:1000570
non-dysgerminomatous germ cell tumour of testis	EFO:1000570
non-dysgerminomatous germ cell tumor of testis	EFO:1000570
testicular non-dysgerminomatous germ cell tumor	EFO:1000570
non-seminomatous germ cell tumor of testis	EFO:1000570
testicular non seminomatous germ cell tumour	EFO:1000570
testicular teratoma (disease)	EFO:1000573
teratoma of the testis	EFO:1000573
testicular teratoma	EFO:1000573
teratoma of testis	EFO:1000573
testicular yolk sac tumor	EFO:1000574
testis yolk sac tumor	EFO:1000574
testicular yolk sac neoplasm	EFO:1000574
testis yolk sac tumour	EFO:1000574
therapy-related acute myeloid leukemia and myelodysplastic syndrome	EFO:1000575
therapy-related aml and mds	EFO:1000575
acute myeloid leukaemias and myelodysplastic syndromes, therapy-related	EFO:1000575
therapy-related myeloid neoplasm	EFO:1000575
therapy-related acute myeloid leukaemia and myelodysplastic syndrome	EFO:1000575
thymoma, type c (morphologic abnormality)	EFO:1000576
thymic carcinoma	EFO:1000576
thymoma, malignant (morphologic abnormality)	EFO:1000576
thymus carcinoma	EFO:1000576
carcinoma of thymus	EFO:1000576
thymoma type c	EFO:1000576
malignant thymoma	EFO:1000576
thymic carcinoma excluding well differentiated thymic carcinoma	EFO:1000576
thymic carcinoma (excluding well differentiated thymic carcinoma)	EFO:1000576
type c thymoma	EFO:1000576
thymoma, type c	EFO:1000576
thymoma, malignant	EFO:1000576
thymus sarcomatoid carcinoma	EFO:1000577
sarcomatoid carcinoma of thymus	EFO:1000577
thymic spindle cell carcinoma	EFO:1000577
thymic carcinosarcoma	EFO:1000577
thymic sarcomatoid carcinoma	EFO:1000577
sarcomatoid carcinoma of the thymus	EFO:1000577
thymus sarcomatoid carcinoma	EFO:1000577
thymus small cell carcinoma	EFO:1000578
thymic small cell carcinoma neuroendocrine type	EFO:1000578
small cell carcinoma of the thymus	EFO:1000578
small cell carcinoma of thymus	EFO:1000578
small cell carcinoma of thymus	EFO:1000578
thymus small cell carcinoma	EFO:1000578
thymic small cell carcinoma	EFO:1000578
squamous cell carcinoma of thymus	EFO:1000579
thymus squamous cell carcinoma	EFO:1000579
thymus squamous cell carcinoma	EFO:1000579
thymic squamous cell carcinoma	EFO:1000579
epidermoid thymic carcinoma	EFO:1000579
squamous cell carcinoma of the thymus	EFO:1000579
thymic undifferentiated carcinoma	EFO:1000580
thymoma (disease)	EFO:1000581
primary thymic epithelial tumor	EFO:1000581
primary thymic epithelial neoplasm	EFO:1000581
thymoma	EFO:1000581
primary thymic epithelial tumour	EFO:1000581
thymoma type ab	EFO:1000582
thymoma, mixed type	EFO:1000582
primary thymic epithelial neoplasm type ab	EFO:1000582
primary thymic epithelial tumor type ab	EFO:1000582
primary thymic epithelial tumour type ab	EFO:1000582
mixed type thymoma	EFO:1000582
atypical thymoma	EFO:1000583
epithelial thymoma	EFO:1000583
malignant thymoma type b3	EFO:1000583
thymoma type b3	EFO:1000583
well-differentiated thymic carcinoma	EFO:1000583
well differentiated thymic carcinoma	EFO:1000583
squamoid thymoma	EFO:1000583
epithelial malignant thymoma	EFO:1000583
thymoma, epithelial	EFO:1000583
thymoma type b1	EFO:1000584
predominantly cortical thymoma	EFO:1000584
thymoma, organoid	EFO:1000584
lymphocyte-predominant thymoma	EFO:1000584
lymphocyte-rich thymoma	EFO:1000584
organoid thymoma	EFO:1000584
thyroglossal duct cyst	EFO:1000585
thyroglossal tract cyst	EFO:1000585
diffuse large b-cell lymphoma of the thyroid gland	EFO:1000587
thyroid diffuse large b-cell lymphoma	EFO:1000587
diffuse large b-cell lymphoma of thyroid gland	EFO:1000587
diffuse large b-cell lymphoma of thyroid	EFO:1000587
diffuse large b-cell lymphoma of the thyroid	EFO:1000587
primary thyroid gland diffuse large b-cell lymphoma	EFO:1000587
thyroid gland diffuse large b-cell lymphoma	EFO:1000587
mucoepidermoid thyroid carcinoma	EFO:1000590
thyroid gland mucoepidermoid carcinoma	EFO:1000590
mucoepidermoid thyroid gland carcinoma	EFO:1000590
thyroid gland mucosa-associated lymphoid tissue lymphoma	EFO:1000591
thyroid mucosa-associated lymphoid tissue lymphoma	EFO:1000591
thyroid malt lymphoma	EFO:1000591
thyroid oncocytic carcinoma	EFO:1000592
thyroid gland oncocytic follicular carcinoma	EFO:1000592
oncocytic carcinoma of the thyroid	EFO:1000592
hurthle cell carcinoma of the thyroid gland	EFO:1000592
hurthle cell carcinoma of the thyroid	EFO:1000592
hurthle cell thyroid gland carcinoma	EFO:1000592
hurthle cell carcinoma of thyroid	EFO:1000592
thyroid hurthle cell carcinoma	EFO:1000592
oncocytic carcinoma of thyroid	EFO:1000592
hurthle cell carcinoma of thyroid gland	EFO:1000592
thyroid gland hurthle cell carcinoma	EFO:1000592
settle	EFO:1000593
settle tumor	EFO:1000593
thyroid gland spindle cell tumor with thymus-like differentiation	EFO:1000593
settle	EFO:1000593
settle tumour	EFO:1000593
spindle epithelial tumour with thymus-like differentiation tumour	EFO:1000593
spindle epithelial tumor with thymus-like differentiation tumor	EFO:1000593
squamous cell thyroid gland carcinoma	EFO:1000594
thyroid gland squamous cell carcinoma	EFO:1000594
undifferentiated carcinoma of thyroid gland	EFO:1000595
thyroid gland undifferentiated (anaplastic) carcinoma	EFO:1000595
anaplastic carcinoma of the thyroid	EFO:1000595
dedifferentiated thyroid gland carcinoma	EFO:1000595
sarcomatoid thyroid gland carcinoma	EFO:1000595
anaplastic carcinoma of thyroid	EFO:1000595
anaplastic thyroid carcinoma	EFO:1000595
undifferentiated carcinoma of thyroid	EFO:1000595
undifferentiated thyroid carcinoma	EFO:1000595
pleomorphic thyroid gland carcinoma	EFO:1000595
anaplastic carcinoma of the thyroid gland	EFO:1000595
anaplastic carcinoma of thyroid gland	EFO:1000595
undifferentiated thyroid tumor	EFO:1000595
thyroid gland carcinosarcoma	EFO:1000595
undifferentiated carcinoma of the thyroid gland	EFO:1000595
undifferentiated thyroid gland carcinoma	EFO:1000595
undifferentiated thyroid tumour	EFO:1000595
undifferentiated carcinoma of the thyroid	EFO:1000595
anaplastic thyroid cancer	EFO:1000595
undifferentiated (anaplastic) thyroid gland carcinoma	EFO:1000595
thyroid gland undifferentiated carcinoma	EFO:1000595
undifferentiated (anaplastic) thyroid gland cancer	EFO:1000595
metaplastic thyroid gland carcinoma	EFO:1000595
anaplastic thyroid gland carcinoma	EFO:1000595
tibia long bone adamantinoma	EFO:1000596
tibial adamantinoma morphology	EFO:1000596
adamantinoma of tibia	EFO:1000596
tibia adamantinoma	EFO:1000596
tibial adamantinoma	EFO:1000596
scc of tonsil	EFO:1000597
tonsillar scc	EFO:1000597
tonsil squamous cell carcinoma	EFO:1000597
tonsil scc	EFO:1000597
tonsil scc	EFO:1000597
palatine tonsil squamous cell carcinoma	EFO:1000597
scc of the tonsil	EFO:1000597
tonsillar scc	EFO:1000597
squamous cell carcinoma of the tonsil	EFO:1000597
tonsillar squamous cell carcinoma	EFO:1000597
scc of the tonsil	EFO:1000597
scc of tonsil	EFO:1000597
squamous cell carcinoma of tonsil	EFO:1000597
adenoid cystic carcinoma of the trachea	EFO:1000598
adenoid cystic carcinoma of trachea	EFO:1000598
trachea adenoid cystic carcinoma	EFO:1000598
tracheal adenoid cystic carcinoma	EFO:1000598
carcinoma of trachea	EFO:1000599
cancer of the trachea	EFO:1000599
carcinoma of the trachea	EFO:1000599
tracheal carcinoma	EFO:1000599
trachea carcinoma	EFO:1000599
ca trachea	EFO:1000599
epidermoid carcinoma of the trachea	EFO:1000600
trachea squamous cell carcinoma	EFO:1000600
tracheal epidermoid carcinoma	EFO:1000600
epidermoid carcinoma of trachea	EFO:1000600
squamous cell carcinoma of the trachea	EFO:1000600
tracheal squamous cell carcinoma	EFO:1000600
trachea epidermoid carcinoma	EFO:1000600
squamous cell carcinoma of trachea	EFO:1000600
transitional cell tumor	EFO:1000601
transitional epithelial cell carcinoma	EFO:1000601
carcinoma of urothelial cell	EFO:1000601
carcinoma of transitional epithelial cell	EFO:1000601
carcinoma, urothelial, malignant	EFO:1000601
transitional cell carcinoma	EFO:1000601
transitional carcinoma	EFO:1000601
urothelial cell carcinoma	EFO:1000601
unclassified renal cell carcinoma	EFO:1000603
unclassified renal cell cancer	EFO:1000603
anaplastic carcinoma of gallbladder	EFO:1000604
undifferentiated gallbladder cancer	EFO:1000604
anaplastic carcinoma of the gallbladder	EFO:1000604
undifferentiated carcinoma of the gallbladder	EFO:1000604
gall bladder undifferentiated carcinoma	EFO:1000604
anaplastic gallbladder carcinoma	EFO:1000604
gallbladder undifferentiated carcinoma	EFO:1000604
undifferentiated carcinoma of gallbladder	EFO:1000604
undifferentiated gallbladder carcinoma	EFO:1000604
undifferentiated ovarian cancer	EFO:1000605
ovarian undifferentiated carcinoma	EFO:1000605
anaplastic carcinoma of ovary	EFO:1000605
anaplastic carcinoma of the ovary	EFO:1000605
undifferentiated carcinoma of the ovary	EFO:1000605
ovary undifferentiated carcinoma	EFO:1000605
undifferentiated carcinoma of ovary	EFO:1000605
undifferentiated ovarian carcinoma	EFO:1000605
anaplastic ovarian carcinoma	EFO:1000605
undifferentiated carcinoma of pancreas	EFO:1000606
spindle cell pancreatic carcinoma	EFO:1000606
sarcomatoid pancreatic carcinoma	EFO:1000606
undifferentiated carcinoma of the pancreas	EFO:1000606
pleomorphic large cell pancreatic carcinoma	EFO:1000606
undifferentiated (anaplastic) pancreatic carcinoma	EFO:1000606
pancreas undifferentiated carcinoma	EFO:1000606
undifferentiated pancreatic carcinoma	EFO:1000606
pancreatic carcinosarcoma	EFO:1000606
pancreatic osteoclastic giant cell tumour	EFO:1000607
pancreatic osteoclastic giant cell tumor	EFO:1000607
undifferentiated pancreatic carcinoma with osteoclast-like giant cells	EFO:1000607
osteoclast-like giant cell neoplasm of pancreas	EFO:1000607
undifferentiated carcinoma of pancreas with osteoclast-like giant cells	EFO:1000607
ogct of pancreas	EFO:1000607
pancreatic undifferentiated carcinoma with osteoclast-like giant cells	EFO:1000607
pancreatic osteoclast-like giant cell carcinoma	EFO:1000607
osteoclast-like giant cell neoplasm of the pancreas	EFO:1000607
osteoclastic giant cell tumour of pancreas	EFO:1000607
osteoclastic giant cell tumor of pancreas	EFO:1000607
inflammatory malignant fibrous histiocytoma	EFO:1000608
malignant xanthogranuloma	EFO:1000608
